city,floorNumber,floorsTotal,totalArea,price,rooms
Краснодар,7,9.0,123.0,60000000,7
Москва,15,21.0,141.6,70318560,6
Краснодар,2,5.0,120.0,45000000,1
Краснодар,9,12.0,122.0,56000000,3
Санкт-Петербург,50,62.0,142.6,64170000,10
Санкт-Петербург,2,4.0,142.0,75000000,1
Краснодар,3,6.0,132.7,74888519,5
Москва,6,8.0,122.3,98000000,5
Краснодар,4,7.0,140.0,53900000,6
Санкт-Петербург,2,11.0,130.0,86000000,1
Санкт-Петербург,8,12.0,135.6,113300000,5
Санкт-Петербург,9,13.0,129.0,115900000,2
Санкт-Петербург,15,18.0,146.5,78000000,4
Санкт-Петербург,10,23.0,130.0,43950000,2
Москва,7,9.0,123.0,60000000,7
Краснодар,4,6.0,120.0,62407099,4
Санкт-Петербург,5,14.0,121.0,148000000,1
Москва,2,11.0,149.9,212184139,4
Краснодар,3,5.0,122.0,23800000,8
Краснодар,3,8.0,125.0,25300000,4
Москва,5,5.0,130.0,29900000,1
Санкт-Петербург,3,6.0,130.0,36000000,4
Санкт-Петербург,16,19.0,131.0,37200000,6
Москва,9,20.0,120.0,39000000,4
Санкт-Петербург,7,13.0,122.0,43000000,2
Краснодар,2,5.0,125.0,48000000,4
Санкт-Петербург,5,10.0,132.0,47990000,6
Москва,2,6.0,124.0,49500000,4
Краснодар,2,5.0,144.2,54900000,9
Москва,3,12.0,121.0,66000000,9
Краснодар,8,14.0,147.0,66500000,4
Санкт-Петербург,3,7.0,141.9,69000000,5
Краснодар,7,7.0,123.0,72000000,1
Краснодар,8,14.0,147.0,72000000,4
Москва,4,8.0,147.0,73000000,5
Москва,2,6.0,158.0,70000000,6
Краснодар,3,5.0,164.0,44950000,5
Краснодар,10,12.0,151.0,82000000,4
Москва,6,9.0,159.0,119072746,9
Краснодар,2,8.0,157.6,43000000,4
Краснодар,3,6.0,164.0,45000000,5
Санкт-Петербург,4,18.0,160.0,53000000,6
Санкт-Петербург,3,17.0,152.0,69900000,1
Санкт-Петербург,5,5.0,160.0,75030192,1
Санкт-Петербург,10,13.0,153.0,79000000,6
Москва,1,3.0,150.0,80190000,1
Санкт-Петербург,5,12.0,167.0,111809648,5
Краснодар,4,6.0,158.0,168499169,1
Москва,2,7.0,161.6,105000000,4
Краснодар,4,4.0,150.0,31000000,10
Краснодар,2,5.0,150.0,49000000,2
Санкт-Петербург,5,6.0,151.9,55000000,6
Краснодар,4,4.0,180.0,86500000,8
Москва,3,12.0,185.0,143000000,1
Москва,6,11.0,189.0,147436773,3
Москва,5,7.0,180.0,75000000,5
Краснодар,8,12.0,190.0,119900000,4
Краснодар,8,17.0,196.0,72000000,9
Краснодар,8,19.0,196.0,72000000,13
Краснодар,5,5.0,180.0,78000000,8
Москва,4,7.0,189.0,129900000,14
Краснодар,6,7.0,182.0,168499000,14
Санкт-Петербург,4,5.0,198.0,187221000,10
Краснодар,2,5.0,193.0,50000000,3
Санкт-Петербург,30,85.0,190.0,78607983,15
Краснодар,5,6.0,170.0,85000000,1
Краснодар,4,7.0,186.0,99000000,11
Краснодар,4,7.0,182.0,105000000,3
Иркутск,3,5.0,172.0,110000000,6
Санкт-Петербург,6,10.0,180.0,130493246,8
Санкт-Петербург,9,10.0,170.0,148528897,1
Москва,9,10.0,170.0,148528897,7
Санкт-Петербург,4,13.0,199.0,161284909,7
Краснодар,2,6.0,215.0,90000000,6
Москва,42,73.0,224.3,83987475,7
Краснодар,13,19.0,298.6,223617120,10
Москва,2,7.0,230.0,185349086,4
Краснодар,13,19.0,254.0,190216840,8
Санкт-Петербург,2,7.0,255.9,332317807,2
Санкт-Петербург,13,14.0,217.0,119900000,3
Санкт-Петербург,11,12.0,210.4,223604639,4
Санкт-Петербург,12,20.0,223.4,79900000,9
Москва,12,14.0,220.0,113000000,7
Санкт-Петербург,4,6.0,230.0,230000000,19
Краснодар,2,6.0,210.0,93611000,5
Санкт-Петербург,48,60.0,225.6,117000000,5
Москва,6,12.0,205.0,80000000,8
Москва,18,18.0,276.0,100000000,9
Краснодар,6,6.0,218.5,109000000,15
Москва,12,14.0,240.0,113000000,9
Санкт-Петербург,42,65.0,200.0,121693844,1
Краснодар,2,5.0,220.0,160000000,10
Краснодар,2,5.0,220.0,160000000,10
Краснодар,2,5.0,220.0,160000000,10
Москва,6,12.0,215.0,161010000,4
Санкт-Петербург,9,10.0,385.0,135000000,4
Санкт-Петербург,3,11.0,320.0,180000000,4
Санкт-Петербург,6,8.0,350.0,486775379,4
Краснодар,3,5.0,305.0,122900000,1
Краснодар,3,6.0,380.0,436849699,9
Краснодар,5,9.0,300.0,110000000,21
Краснодар,3,5.0,305.0,122000000,1
Краснодар,14,14.0,315.0,150000000,5
Краснодар,13,15.0,330.0,168499169,14
Москва,11,12.0,360.0,173000000,16
Санкт-Петербург,19,20.0,300.0,199000000,6
Иркутск,4,7.0,367.0,204000000,5
Краснодар,4,5.0,379.0,95000000,14
Краснодар,3,5.0,311.0,110000000,11
Санкт-Петербург,17,17.0,350.0,150000000,11
Краснодар,4,6.0,320.0,156017749,12
Москва,17,17.0,380.0,170000000,1
Москва,17,17.0,340.0,174739879,11
Санкт-Петербург,9,10.0,348.0,195000000,9
Краснодар,1,5.0,14.9,2940000,3
Краснодар,1,8.0,21.0,4190000,1
Краснодар,2,9.0,21.0,5497000,2
Краснодар,8,9.0,28.0,6600000,1
Краснодар,5,5.0,27.0,5449000,1
Краснодар,5,5.0,25.5,5445000,1
Санкт-Петербург,16,17.0,27.0,6900000,2
Краснодар,2,5.0,27.4,7500000,1
Иркутск,7,9.0,27.0,5100000,1
Краснодар,3,9.0,29.7,6650000,1
Краснодар,10,12.0,27.5,6900000,2
Краснодар,8,8.0,29.9,5800000,1
Иркутск,9,9.0,32.0,6000000,1
Санкт-Петербург,20,20.0,32.0,6750000,1
Санкт-Петербург,2,15.0,31.7,9800000,1
Краснодар,2,8.0,31.3,5600000,1
Краснодар,3,5.0,30.3,6050000,1
Ярославль,5,5.0,31.0,6500000,1
Краснодар,5,8.0,31.0,6590000,1
Краснодар,2,8.0,31.1,7300000,1
Краснодар,4,5.0,32.9,7500000,1
Иркутск,8,9.0,32.0,6600000,1
Краснодар,4,5.0,30.0,7950000,1
Санкт-Петербург,4,15.0,32.0,9990000,1
Иркутск,5,5.0,30.8,5900000,1
Иркутск,9,9.0,32.9,5900000,1
Иркутск,5,5.0,30.8,5900000,1
Иркутск,5,5.0,30.8,6000000,1
Иркутск,5,5.0,30.8,6000000,1
Иркутск,5,5.0,30.0,6000000,1
Иркутск,4,9.0,32.0,6499000,1
Краснодар,2,5.0,30.2,6500000,1
Краснодар,2,5.0,31.2,6800000,1
Санкт-Петербург,16,17.0,30.0,7299000,1
Краснодар,3,5.0,30.2,7400000,1
Краснодар,9,9.0,32.0,8500000,1
Санкт-Петербург,6,15.0,32.5,9500000,2
Краснодар,8,8.0,32.0,9600000,1
Краснодар,8,8.0,30.0,11000000,1
Иркутск,4,9.0,32.6,5400000,1
Иркутск,9,9.0,32.8,5850000,1
Иркутск,9,9.0,32.9,5950000,1
Иркутск,2,9.0,30.1,6300000,1
Ярославль,5,9.0,32.6,6400000,1
Ярославль,1,5.0,31.0,6590000,1
Краснодар,3,9.0,31.0,7190000,1
Ярославль,2,9.0,32.0,7200000,1
Краснодар,6,8.0,32.0,7200000,1
Краснодар,4,5.0,32.9,7500000,1
Краснодар,5,5.0,30.0,7500000,1
Краснодар,3,5.0,30.2,7700000,1
Краснодар,2,4.0,32.0,8000000,1
Иркутск,5,5.0,30.8,5900000,1
Краснодар,7,9.0,30.3,7500000,1
Краснодар,2,5.0,30.1,7900000,1
Санкт-Петербург,15,16.0,32.0,9000000,2
Краснодар,4,5.0,33.0,7500000,1
Иркутск,5,9.0,33.0,6400000,1
Ярославль,5,12.0,33.0,6950000,1
Иркутск,4,9.0,33.0,5500000,1
Иркутск,6,9.0,33.0,5850000,1
Санкт-Петербург,8,22.0,34.0,6500000,1
Иркутск,5,12.0,33.0,6950000,1
Краснодар,2,9.0,33.9,7250000,1
Краснодар,9,9.0,34.0,7500000,1
Москва,17,19.0,34.96,7500000,1
Санкт-Петербург,31,31.0,34.9,8242910,1
Иркутск,7,9.0,33.0,5700000,1
Иркутск,6,9.0,33.0,5900000,1
Краснодар,9,9.0,33.0,6000000,1
Ярославль,1,12.0,33.0,6300000,1
Ярославль,10,14.0,34.5,6350000,1
Санкт-Петербург,5,16.0,34.0,7300000,1
Ярославль,10,12.0,35.0,7300000,1
Санкт-Петербург,2,4.0,33.0,8200000,1
Санкт-Петербург,9,23.0,35.0,11290000,1
Иркутск,6,9.0,33.0,7300000,1
Москва,5,22.0,37.5,8250000,1
Иркутск,8,25.0,37.0,5850000,1
Иркутск,8,16.0,36.0,6000000,1
Ярославль,5,12.0,35.0,6550000,1
Краснодар,12,18.0,36.0,7600000,1
Иркутск,17,17.0,37.0,8340000,1
Краснодар,10,12.0,37.5,10000000,1
Ярославль,8,14.0,36.0,8600000,1
Санкт-Петербург,8,22.0,35.6,6900000,1
Иркутск,10,12.0,35.5,7300000,1
Ярославль,16,16.0,37.0,7700000,1
Ярославль,8,9.0,36.9,9000000,2
Москва,10,10.0,35.5,9900000,1
Иркутск,4,12.0,35.0,5750000,1
Иркутск,9,9.0,36.0,5890000,1
Иркутск,2,16.0,36.1,6300000,1
Иркутск,1,12.0,35.1,6500000,1
Иркутск,12,12.0,36.0,6500000,1
Иркутск,7,9.0,36.6,6700000,2
Краснодар,1,5.0,36.4,6750000,1
Иркутск,12,16.0,37.0,6890000,1
Иркутск,2,19.0,36.0,7000000,1
Санкт-Петербург,17,19.0,35.0,7500000,1
Краснодар,9,9.0,37.0,7700000,1
Иркутск,15,17.0,37.9,7900000,1
Краснодар,7,9.0,36.0,8100000,2
Краснодар,2,9.0,36.0,8150000,1
Иркутск,11,17.0,35.5,8200000,1
Ярославль,2,9.0,36.8,8399000,1
Краснодар,3,9.0,35.0,9000000,1
Ярославль,2,9.0,35.0,9500000,1
Краснодар,3,8.0,36.0,10300000,1
Иркутск,1,16.0,36.0,6000000,1
Иркутск,5,16.0,37.2,6750000,1
Ярославль,1,12.0,36.0,6850000,1
Краснодар,3,6.0,38.0,15500000,1
Ярославль,11,14.0,39.0,7777000,1
Иркутск,10,16.0,39.0,6550000,1
Краснодар,1,14.0,38.0,6700000,1
Санкт-Петербург,8,14.0,39.1,9300000,1
Иркутск,12,17.0,38.0,7500000,1
Ярославль,11,12.0,39.0,7999999,1
Иркутск,13,17.0,38.0,8400000,1
Иркутск,15,17.0,39.0,9499000,1
Иркутск,2,17.0,38.0,6150000,1
Ярославль,6,14.0,39.0,6990000,1
Санкт-Петербург,7,21.0,39.0,7100000,1
Иркутск,14,17.0,39.0,7900000,1
Иркутск,1,16.0,38.6,6100000,1
Иркутск,2,16.0,38.0,6300000,1
Ярославль,2,16.0,38.0,6300000,1
Краснодар,4,5.0,38.6,6780000,3
Иркутск,6,12.0,39.0,7100000,2
Москва,4,14.0,39.1,7200000,1
Краснодар,1,9.0,39.0,7350000,2
Иркутск,10,14.0,38.0,7550000,1
Иркутск,18,22.0,39.0,7800000,1
Иркутск,3,17.0,39.0,7850000,1
Ярославль,4,9.0,38.0,7950000,1
Ярославль,8,12.0,39.1,8100000,2
Ярославль,12,12.0,38.6,8200000,1
Иркутск,6,12.0,38.9,8450000,2
Иркутск,6,17.0,38.0,8500000,1
Иркутск,2,12.0,38.0,9400000,1
Ярославль,10,14.0,38.0,10300000,1
Москва,23,26.0,39.0,11200000,5
Краснодар,9,12.0,39.3,11700000,1
Иркутск,15,16.0,38.9,6000000,1
Иркутск,2,14.0,38.8,6090000,1
Краснодар,1,14.0,38.0,6100000,1
Иркутск,2,16.0,38.0,6300000,1
Иркутск,1,12.0,39.4,6650000,1
Санкт-Петербург,12,12.0,38.4,6900000,1
Санкт-Петербург,2,17.0,38.5,7150000,1
Санкт-Петербург,7,12.0,38.6,7400000,1
Краснодар,3,14.0,39.6,7450000,1
Ярославль,7,12.0,38.6,7800000,1
Ярославль,7,14.0,38.9,7750000,1
Ярославль,1,12.0,38.0,7990000,2
Санкт-Петербург,15,15.0,40.1,13674100,1
Санкт-Петербург,15,15.0,40.6,13590000,1
Иркутск,12,14.0,42.6,7200000,1
Краснодар,6,16.0,40.0,7900000,1
Иркутск,4,5.0,42.3,7800000,3
Ярославль,12,12.0,40.0,8100000,2
Санкт-Петербург,6,24.0,42.5,8050000,1
Санкт-Петербург,2,16.0,40.0,8450000,1
Санкт-Петербург,4,22.0,40.1,8500000,1
Краснодар,7,10.0,40.0,8900000,1
Москва,21,22.0,42.0,12349999,1
Ярославль,14,14.0,40.2,8570000,2
Ярославль,2,16.0,40.4,6200000,1
Санкт-Петербург,10,17.0,40.0,8400000,1
Санкт-Петербург,7,8.0,40.8,6617600,1
Санкт-Петербург,7,22.0,40.0,6900000,1
Ярославль,3,5.0,42.1,7800000,3
Иркутск,14,17.0,40.4,7800000,1
Краснодар,3,5.0,42.0,7999000,3
Иркутск,7,14.0,40.3,8200000,1
Краснодар,9,9.0,42.9,8400000,1
Краснодар,1,5.0,41.5,8600000,3
Санкт-Петербург,1,10.0,41.0,8700000,1
Краснодар,2,5.0,42.0,8700000,4
Санкт-Петербург,1,9.0,42.7,8990000,3
Ярославль,12,14.0,40.0,9300000,2
Санкт-Петербург,33,36.0,42.5,9600750,1
Краснодар,4,8.0,42.0,10600000,4
Ярославль,2,8.0,42.4,11000000,3
Иркутск,3,16.0,40.0,12250000,1
Краснодар,5,9.0,41.8,13700000,1
Санкт-Петербург,12,21.0,42.1,14000000,1
Иркутск,1,9.0,40.0,7300000,1
Краснодар,4,5.0,40.0,7300000,2
Ярославль,5,5.0,41.6,7350000,2
Иркутск,2,18.0,40.3,7700000,1
Краснодар,2,5.0,42.0,7900000,3
Краснодар,3,9.0,42.1,8000000,3
Иркутск,17,17.0,41.0,8000000,1
Ярославль,12,12.0,40.0,8100000,1
Санкт-Петербург,8,21.0,41.04,8150000,1
Ярославль,12,12.0,40.0,8200000,2
Иркутск,4,17.0,42.5,8700000,1
Краснодар,2,5.0,41.0,8700000,2
Иркутск,7,36.0,41.8,8800000,1
Ярославль,3,14.0,40.0,8950000,2
Санкт-Петербург,12,36.0,42.0,9100000,1
Санкт-Петербург,21,24.0,42.2,9200000,1
Санкт-Петербург,5,5.0,41.0,11300000,1
Санкт-Петербург,8,22.0,44.3,15990000,1
Санкт-Петербург,8,22.0,44.3,15990000,1
Краснодар,3,5.0,44.7,8000000,4
Краснодар,2,5.0,43.0,9800000,3
Иркутск,9,9.0,44.1,7900000,3
Ярославль,3,9.0,44.5,9150000,4
Ярославль,2,9.0,43.0,9300000,3
Иркутск,6,9.0,44.1,6900000,3
Краснодар,1,5.0,44.1,7750000,3
Иркутск,1,9.0,43.3,7250000,3
Москва,2,19.0,44.7,8500000,1
Краснодар,3,5.0,43.7,8500000,2
Иркутск,3,14.0,44.5,8700000,3
Ярославль,2,12.0,44.6,9100000,3
Краснодар,6,9.0,44.0,9350000,2
Краснодар,4,9.0,44.0,9420000,3
Краснодар,2,5.0,43.0,9900000,4
Санкт-Петербург,16,25.0,44.6,15000000,1
Краснодар,5,5.0,43.4,8370000,3
Ярославль,5,12.0,44.2,8300000,3
Краснодар,2,5.0,43.0,10450000,3
Иркутск,3,5.0,44.6,10600000,3
Краснодар,9,9.0,43.0,10700000,3
Ярославль,3,5.0,43.8,13500000,3
Иркутск,1,12.0,47.1,7300000,1
Иркутск,1,5.0,45.0,8100000,3
Иркутск,2,9.0,45.6,9200000,3
Санкт-Петербург,22,36.0,46.4,14300000,1
Санкт-Петербург,3,35.0,46.0,9500000,1
Санкт-Петербург,10,35.0,46.0,9600000,1
Ярославль,3,5.0,45.0,10500000,3
Москва,15,24.0,45.0,6500000,1
Санкт-Петербург,2,5.0,47.0,7500000,3
Краснодар,1,5.0,46.9,7999000,3
Иркутск,3,9.0,45.4,8100000,3
Иркутск,7,14.0,47.0,8200000,1
Ярославль,11,12.0,47.6,8500000,1
Иркутск,5,12.0,45.0,8630000,3
Краснодар,5,5.0,45.0,9850000,3
Краснодар,5,5.0,45.0,9850000,5
Краснодар,1,9.0,47.0,11200000,2
Краснодар,3,15.0,45.0,12400000,1
Краснодар,3,15.0,45.3,12500000,1
Москва,6,14.0,45.5,14000000,3
Москва,4,14.0,45.0,6950000,1
Иркутск,6,9.0,45.0,7000000,3
Иркутск,8,12.0,45.0,7500000,2
Краснодар,5,5.0,45.0,7700000,1
Санкт-Петербург,2,12.0,45.0,8150000,3
Краснодар,2,5.0,45.0,8350000,3
Иркутск,2,5.0,45.5,8500000,4
Иркутск,8,9.0,45.0,8500000,2
Санкт-Петербург,31,32.0,45.0,9300000,1
Санкт-Петербург,3,25.0,45.0,9900000,1
Иркутск,4,5.0,45.0,9900000,5
Санкт-Петербург,6,15.0,49.1,14500000,1
Санкт-Петербург,3,12.0,49.5,19000000,1
Москва,6,15.0,48.0,13900000,4
Санкт-Петербург,6,15.0,49.1,14730000,1
Краснодар,3,15.0,49.6,12399000,3
Москва,6,15.0,48.0,13900000,4
Санкт-Петербург,6,15.0,49.1,14586000,1
Санкт-Петербург,6,13.0,49.0,14850000,3
Санкт-Петербург,8,9.0,49.0,14950000,2
Санкт-Петербург,2,7.0,49.2,15793200,1
Санкт-Петербург,8,26.0,49.0,9700000,1
Санкт-Петербург,7,25.0,48.0,9999000,1
Краснодар,5,5.0,48.6,11800000,2
Краснодар,3,9.0,48.4,12000000,2
Санкт-Петербург,7,35.0,50.0,13090000,3
Санкт-Петербург,4,15.0,50.65,11900000,2
Иркутск,9,13.0,52.0,9500000,1
Краснодар,1,10.0,50.0,10000000,1
Иркутск,5,9.0,51.0,10600000,4
Краснодар,9,14.0,52.0,16500000,1
Иркутск,3,9.0,50.7,12000000,4
Санкт-Петербург,9,19.0,52.0,20000000,1
Иркутск,3,9.0,52.0,7500000,4
Иркутск,2,9.0,52.0,7690000,2
Иркутск,6,12.0,52.1,8100000,1
Иркутск,15,17.0,52.0,8300000,2
Иркутск,9,9.0,50.3,8700000,4
Иркутск,10,12.0,52.0,8900000,2
Иркутск,10,12.0,52.1,8900000,1
Краснодар,1,9.0,52.0,9100000,6
Иркутск,8,16.0,51.0,11200000,2
Иркутск,9,16.0,50.7,11500000,3
Краснодар,1,6.0,51.0,11650000,1
Москва,5,14.0,51.0,11650000,1
Иркутск,9,17.0,50.5,11800000,2
Краснодар,13,14.0,52.0,12000000,1
Москва,4,9.0,50.0,26000000,1
Иркутск,2,9.0,52.0,7690000,2
Ярославль,10,12.0,50.0,8349999,1
Краснодар,5,5.0,52.0,8700000,2
Ярославль,1,16.0,52.2,9000000,1
Иркутск,2,17.0,50.4,9000000,1
Санкт-Петербург,15,21.0,52.0,9400000,1
Иркутск,13,14.0,52.0,11000000,1
Краснодар,4,15.0,51.7,11100000,2
Иркутск,4,17.0,51.0,11300000,1
Иркутск,4,14.0,52.0,11950000,2
Краснодар,6,9.0,50.0,11900000,2
Краснодар,2,6.0,52.0,12100000,3
Краснодар,2,10.0,52.5,12200000,1
Санкт-Петербург,7,24.0,54.4,14598000,1
Санкт-Петербург,14,24.0,54.5,15105000,1
Иркутск,7,17.0,54.8,15200000,2
Краснодар,1,5.0,54.5,8500000,2
Краснодар,5,5.0,54.0,8700000,5
